Số Báo Danh, Họ và Tên, Toán, Ngữ Văn, Vật Lý, Hóa Học, Sinh Học, Lịch Sử, Địa Lý, GDCD, KHTN, KHXH, Ngoại Ngữ, Ghi Chú, Tỉnh
HT1211252,,7.0,8.5,,,,7.25,7.75,9.75,,,6.6,N1,Ha Tinh
HT1212528,,8.2,8.5,,,,7.5,6.75,8.5,,,7.6,N1,Ha Tinh
HT1212513,,3.6,8.5,,,,7.5,8.5,8.5,,,4.0,N1,Ha Tinh
HT1208476,,7.0,8.5,,,,7.0,7.25,9.25,,,5.6,N1,Ha Tinh
HT1208781,,6.2,8.5,,,,9.0,8.75,7.5,,,3.0,N1,Ha Tinh
HT1215125,,8.4,8.5,4.75,3.25,4.75,,,,,,6.8,N1,Ha Tinh
HT1208752,,7.6,8.5,5.25,7.0,5.75,,,,,,5.2,N1,Ha Tinh
HT1216706,,3.8,8.5,,,,4.75,8.0,8.5,,,5.4,N1,Ha Tinh
HT1209824,,6.6,8.5,,,,7.25,7.25,8.25,,,5.6,N1,Ha Tinh
HT1214400,,7.6,8.5,,,,5.75,7.5,8.75,,,6.0,N1,Ha Tinh
HT1213393,,8.8,8.5,,,,5.0,7.25,8.25,,,8.4,N1,Ha Tinh
HT1210358,,7.2,8.25,,,,5.25,6.5,9.25,,,7.8,N1,Ha Tinh
HT1211368,,5.6,8.25,,,,4.5,7.75,8.75,,,4.2,N1,Ha Tinh
HT1213410,,7.4,8.25,,,,4.25,8.5,8.5,,,6.8,N1,Ha Tinh
HT1209506,,8.0,8.25,,,,6.0,7.75,8.5,,,7.8,N1,Ha Tinh
HT1211969,,8.6,8.25,,,,6.25,6.75,8.5,,,9.6,N1,Ha Tinh
HT1214078,,5.8,8.25,,,,4.25,6.5,7.5,,,5.4,N1,Ha Tinh
HT1214819,,7.8,8.25,,,,3.0,5.75,7.25,,,7.0,N1,Ha Tinh
HT1212703,,8.2,8.25,,,,6.25,6.25,7.5,,,9.4,N1,Ha Tinh
HT1211980,,4.4,8.25,,,,8.0,8.75,8.75,,,4.0,N1,Ha Tinh
HT1209517,,6.8,8.25,,,,4.75,7.25,8.75,,,4.8,N1,Ha Tinh
HT1208618,,8.8,8.25,,,,9.25,7.0,7.5,,,4.4,N1,Ha Tinh
HT1214011,,6.6,8.25,,,,6.25,7.75,8.25,,,4.8,N1,Ha Tinh
HT1212114,,7.6,8.25,6.25,6.75,4.5,,,,,,4.2,N1,Ha Tinh
HT1214616,,6.4,8.25,,,,8.75,9.0,8.5,,,3.6,N1,Ha Tinh
HT1212450,,6.4,8.25,,,,3.25,6.25,8.0,,,5.6,N1,Ha Tinh
HT1216149,,8.8,8.25,5.0,5.0,4.25,,,,,,8.4,N1,Ha Tinh
HT1209161,,5.4,8.25,,,,7.25,8.5,8.25,,,2.6,N1,Ha Tinh
HT1216139,,7.8,8.25,,,,6.75,8.0,8.75,,,7.0,N1,Ha Tinh
HT1216137,,9.0,8.25,,,,6.0,8.25,6.5,,,9.2,N1,Ha Tinh
HT1212052,,6.4,8.25,,,,9.5,9.25,8.5,,,2.8,N1,Ha Tinh
HT1214760,,8.6,8.25,,,,4.75,7.0,8.25,,,8.8,N1,Ha Tinh
HT1211202,,6.8,8.25,,,,7.5,8.0,7.5,,,4.4,N1,Ha Tinh
HT1210541,,5.8,8.25,,,,6.25,6.75,8.5,,,3.2,N1,Ha Tinh
HT1214209,,5.0,8.25,,,,9.0,9.0,7.25,,,3.4,N1,Ha Tinh
HT1214361,,8.6,8.25,,,,6.5,7.25,8.0,,,9.6,N1,Ha Tinh
HT1215262,,5.4,8.25,,,,8.0,9.0,7.75,,,8.6,N1,Ha Tinh
HT1215111,,8.4,8.25,,,,,,,,,8.0,N1,Ha Tinh
HT1215306,,6.0,8.25,,,,4.0,5.5,8.5,,,3.2,N1,Ha Tinh
HT1210966,,5.4,8.25,,,,5.5,7.0,8.75,,,6.8,N1,Ha Tinh
HT1211235,,9.4,8.25,8.75,5.25,5.75,,,,,,8.6,N1,Ha Tinh
HT1213438,,8.2,8.25,,,,7.75,8.0,8.5,,,9.8,N1,Ha Tinh
HT1210832,,8.0,8.25,7.25,7.0,4.75,,,,,,8.4,N1,Ha Tinh
HT1211726,,5.6,8.25,,,,5.0,6.5,9.25,,,7.8,N1,Ha Tinh
HT1208692,,5.6,8.25,,,,5.0,6.75,8.0,,,2.2,N1,Ha Tinh
HT1213185,,7.6,8.25,,,,5.5,8.25,9.0,,,3.6,N1,Ha Tinh
HT1215557,,7.4,8.25,,,,5.0,7.25,8.5,,,4.6,N1,Ha Tinh
HT1210567,,8.2,8.25,,,,4.75,6.25,7.25,,,9.0,N1,Ha Tinh
HT1215571,,4.8,8.25,,,,5.75,7.75,8.25,,,4.2,N1,Ha Tinh
HT1213180,,7.4,8.25,,,,5.75,6.0,8.0,,,4.8,N1,Ha Tinh
HT1209466,,7.8,8.25,,,,5.25,6.75,7.0,,,9.6,N1,Ha Tinh
HT1212474,,7.2,8.25,5.25,6.5,3.5,,,,,,5.4,N1,Ha Tinh
HT1212642,,6.2,8.25,,,,4.75,8.0,7.75,,,4.2,N1,Ha Tinh
HT1215645,,7.2,8.25,,,,4.75,7.75,8.0,,,10.0,N1,Ha Tinh
HT1215653,,4.6,8.25,,,,8.5,8.25,7.5,,,3.0,N1,Ha Tinh
HT1213459,,7.6,8.25,,,,6.25,8.75,7.75,,,7.2,N1,Ha Tinh
HT1212581,,5.6,8.25,,,,6.5,7.5,9.0,,,4.8,N1,Ha Tinh
HT1214555,,6.0,8.25,,,,6.25,8.0,9.25,,,5.4,N1,Ha Tinh
HT1213460,,5.2,8.25,,,,6.25,8.0,7.75,,,3.0,N1,Ha Tinh
HT1209179,,8.4,8.25,,,,4.75,8.25,8.25,,,8.0,N1,Ha Tinh
HT1215796,,4.0,8.25,,,,8.75,6.25,8.25,,,3.0,N1,Ha Tinh
HT1212803,,6.4,8.25,,,,8.5,8.25,9.75,,,5.8,N1,Ha Tinh
HT1208999,,5.4,8.25,,,,7.5,9.0,8.75,,,4.6,N1,Ha Tinh
HT1208461,,5.6,8.25,,,,4.5,6.5,7.75,,,3.2,N1,Ha Tinh
HT1212179,,8.0,8.25,,,,5.5,6.75,6.25,,,7.4,N1,Ha Tinh
HT1212994,,6.8,8.25,,,,5.5,7.0,8.75,,,4.8,N1,Ha Tinh
HT1209700,,7.6,8.25,,,,6.75,7.75,8.25,,,7.4,N1,Ha Tinh
HT1213019,,8.0,8.25,,,,7.0,8.0,9.0,,,6.0,N1,Ha Tinh
HT1216732,,6.4,8.25,,,,7.25,7.0,8.5,,,4.4,N1,Ha Tinh
HT1210013,,5.6,8.25,,,,8.5,9.75,6.0,,,5.8,N1,Ha Tinh
HT1216703,,7.0,8.25,6.0,4.75,5.75,,,,,,3.0,N1,Ha Tinh
HT1213766,,4.0,8.25,,,,5.75,7.5,9.25,,,4.0,N1,Ha Tinh
HT1216871,,5.8,8.25,,,,8.75,9.75,8.0,,,7.0,N1,Ha Tinh
HT1213551,,7.6,8.25,,,,6.25,7.75,8.25,,,7.0,N1,Ha Tinh
HT1216610,,6.8,8.25,,,,5.75,6.0,8.25,,,4.8,N1,Ha Tinh
HT1209125,,8.8,8.25,,,,3.75,4.75,6.25,,,8.8,N1,Ha Tinh
HT1213041,,5.6,8.25,,,,4.5,7.75,8.5,,,4.2,N1,Ha Tinh
HT1213786,,5.2,8.25,,,,5.75,7.5,7.25,,,5.0,N1,Ha Tinh
HT1209995,,5.8,8.25,,,,9.25,9.25,7.0,,,7.0,N1,Ha Tinh
HT1209734,,7.0,8.25,,,,6.0,6.0,8.0,,,6.0,N1,Ha Tinh
HT1210164,,7.0,8.25,,,,5.0,5.5,7.75,,,8.0,N1,Ha Tinh
HT1210109,,7.2,8.25,,,,6.0,6.75,7.0,,,2.8,N1,Ha Tinh
HT1216501,,5.4,8.25,,,,9.0,10.0,9.0,,,4.4,N1,Ha Tinh
HT1208449,,6.4,8.25,,,,8.75,7.75,9.25,,,5.4,N1,Ha Tinh
HT1213436,,8.6,8.0,,,,4.5,6.5,8.0,,,9.2,N3,Ha Tinh
HT1216593,,7.4,8.0,6.25,3.25,3.5,,,,,,5.6,N1,Ha Tinh
HT1209884,,9.0,8.0,,,,6.75,7.0,8.0,,,10.0,N1,Ha Tinh
HT1212427,,4.2,8.0,,,,5.25,6.75,8.25,,,3.8,N1,Ha Tinh
HT1215329,,7.8,8.0,4.25,6.5,5.5,,,,,,4.2,N1,Ha Tinh
HT1216629,,7.8,8.0,,,,4.75,6.75,8.5,,,8.4,N1,Ha Tinh
HT1215403,,4.4,8.0,,,,7.25,6.0,9.75,,,3.2,N1,Ha Tinh
HT1213553,,5.2,8.0,,,,5.5,5.0,8.25,,,2.6,N1,Ha Tinh
HT1214353,,5.6,8.0,,,,7.0,8.0,8.75,,,4.0,N1,Ha Tinh
HT1209881,,7.4,8.0,,,,4.25,6.0,8.25,,,4.0,N1,Ha Tinh
HT1212914,,3.6,8.0,,,,4.75,8.5,6.75,,,3.6,N1,Ha Tinh
HT1212599,,3.2,8.0,,,,9.25,9.25,8.0,,,3.6,N1,Ha Tinh
HT1211104,,5.8,8.0,,,,9.0,9.0,8.75,,,5.6,N1,Ha Tinh
HT1212296,,6.8,8.0,,,,3.5,5.0,7.5,,,6.4,N1,Ha Tinh
HT1215374,,6.8,8.0,5.75,5.5,5.75,,,,,,4.8,N1,Ha Tinh
HT1212936,,6.8,8.0,6.5,6.5,5.75,,,,,,4.2,N1,Ha Tinh
HT1213208,,7.8,8.0,,,,5.5,5.75,8.0,,,4.4,N1,Ha Tinh
HT1210791,,5.6,8.0,,,,5.25,8.0,9.0,,,5.0,N1,Ha Tinh
HT1209300,,8.8,8.0,,,,6.25,6.25,9.0,,,9.0,N1,Ha Tinh
HT1212817,,,8.0,,,,4.0,6.25,7.0,,,5.0,N1,Ha Tinh
HT1212955,,5.0,8.0,,,,4.5,6.25,7.5,,,4.4,N1,Ha Tinh
HT1212833,,7.8,8.0,,,,4.5,6.0,8.0,,,5.4,N1,Ha Tinh
HT1213679,,,8.0,,,,9.5,9.5,,,,,,Ha Tinh
HT1209455,,7.2,8.0,,,,7.0,7.75,9.0,,,8.2,N1,Ha Tinh
HT1215510,,8.4,8.0,,,,6.5,7.5,8.25,,,9.8,N1,Ha Tinh
HT1212801,,4.0,8.0,,,,8.5,9.0,8.75,,,4.2,N1,Ha Tinh
HT1211908,,5.4,8.0,,,,9.0,9.0,9.0,,,2.8,N1,Ha Tinh
HT1211889,,8.2,8.0,,,,5.5,8.5,9.25,,,3.6,N1,Ha Tinh
HT1209449,,5.8,8.0,3.5,2.75,3.25,,,,,,5.0,N1,Ha Tinh
HT1209904,,7.4,8.0,,,,4.5,8.0,7.25,,,7.8,N1,Ha Tinh
HT1209914,,3.8,8.0,,,,3.5,6.0,7.25,,,2.0,N1,Ha Tinh
HT1216573,,7.0,8.0,,,,7.25,8.0,7.5,,,5.8,N1,Ha Tinh
HT1215464,,7.4,8.0,,,,5.0,6.75,8.25,,,7.0,N1,Ha Tinh
HT1208700,,7.2,8.0,,,,4.5,5.75,7.25,,,9.4,N1,Ha Tinh
HT1213196,,5.2,8.0,,,,6.5,8.5,9.0,,,4.6,N1,Ha Tinh
HT1210859,,7.6,8.0,,,,7.0,8.5,9.5,,,9.8,N1,Ha Tinh
HT1210861,,7.4,8.0,,,,5.5,7.25,8.25,,,8.8,N1,Ha Tinh
HT1213251,,6.2,8.0,,,,8.25,8.25,8.75,,,2.8,N1,Ha Tinh
HT1216585,,9.2,8.0,8.0,7.0,6.0,,,,,,5.8,N1,Ha Tinh
HT1211886,,6.8,8.0,,,,6.0,7.5,8.0,,,6.0,N1,Ha Tinh
HT1208488,,7.2,8.0,,,,5.0,7.0,8.25,,,8.0,N1,Ha Tinh
HT1215157,,8.6,8.0,7.25,4.75,5.5,,,,,,6.6,N1,Ha Tinh
HT1211810,,,8.0,,,,8.5,8.5,2.25,,,,,Ha Tinh
HT1213580,,6.8,8.0,,,,5.0,6.75,7.25,,,7.6,N1,Ha Tinh
HT1212841,,7.8,8.0,,,,4.0,7.5,6.75,,,7.6,N1,Ha Tinh
HT1208790,,8.2,8.0,,,,9.5,7.0,7.5,,,4.0,N1,Ha Tinh
HT1214792,,7.0,8.0,,,,3.25,8.5,8.0,,,7.0,N1,Ha Tinh
HT1209344,,4.2,8.0,,,,7.75,9.0,,,,3.0,N1,Ha Tinh
HT1209641,,7.8,8.0,4.75,6.75,6.75,,,,,,3.2,N1,Ha Tinh
HT1209710,,7.6,8.0,,,,2.5,7.0,7.75,,,4.6,N1,Ha Tinh
HT1211465,,7.6,8.0,,,,5.0,6.75,8.5,,,7.2,N1,Ha Tinh
HT1214729,,4.6,8.0,,,,4.5,8.25,9.25,,,4.2,N1,Ha Tinh
HT1209687,,6.2,8.0,,,,6.5,7.75,8.25,,,5.4,N1,Ha Tinh
HT1213372,,6.8,8.0,,,,7.25,8.75,8.5,,,4.4,N1,Ha Tinh
HT1208836,,7.4,8.0,,,,4.5,6.0,6.25,,,6.4,N6,Ha Tinh
HT1213387,,4.2,8.0,,,,8.5,7.75,6.25,,,5.0,N1,Ha Tinh
HT1214686,,5.2,8.0,,,,4.75,6.0,8.75,,,4.4,N1,Ha Tinh
HT1211543,,7.4,8.0,,,,4.5,6.5,9.5,,,4.0,N1,Ha Tinh
HT1214680,,,8.0,,,,9.0,9.25,,,,,,Ha Tinh
HT1211553,,4.2,8.0,,,,4.5,7.5,7.75,,,2.2,N1,Ha Tinh
HT1211596,,6.2,8.0,,,,5.75,7.25,8.5,,,9.4,N1,Ha Tinh
HT1211556,,6.8,8.0,,,,6.75,7.75,7.25,,,4.4,N1,Ha Tinh
HT1214664,,7.0,8.0,4.0,8.0,9.0,,,,,,4.4,N1,Ha Tinh
HT1214610,,6.2,8.0,,,,8.25,7.75,9.0,,,4.8,N1,Ha Tinh
HT1214648,,7.6,8.0,,,,3.5,7.25,8.0,,,7.2,N1,Ha Tinh
HT1214841,,6.8,8.0,,,,4.75,6.5,6.5,,,4.0,N1,Ha Tinh
HT1212870,,6.8,8.0,,,,5.75,7.5,8.5,,,4.4,N1,Ha Tinh
HT1211796,,7.8,8.0,,,,6.5,8.25,9.75,,,5.6,N1,Ha Tinh
HT1216784,,6.4,8.0,,,,5.25,7.5,8.5,,,7.0,N1,Ha Tinh
HT1211780,,7.0,8.0,5.75,7.0,5.0,,,,,,4.4,N1,Ha Tinh
HT1208487,,4.6,8.0,,,,7.5,8.25,8.5,,,3.8,N1,Ha Tinh
HT1212298,,6.6,8.0,,,,4.5,6.75,7.75,,,5.8,N1,Ha Tinh
HT1211933,,7.0,8.0,6.5,5.0,5.75,,,,,,4.2,N1,Ha Tinh
HT1215131,,5.8,8.0,,,,6.25,7.0,9.0,,,2.2,N1,Ha Tinh
HT1208744,,6.4,8.0,,,,7.0,8.0,8.25,,,2.6,N1,Ha Tinh
HT1209832,,8.4,8.0,,,,3.5,6.0,7.5,,,9.0,N1,Ha Tinh
HT1214421,,5.2,8.0,,,,4.5,7.25,7.5,,,3.4,N1,Ha Tinh
HT1212574,,7.4,8.0,,,,3.5,5.0,7.5,,,4.6,N1,Ha Tinh
HT1209812,,5.6,8.0,,,,6.25,7.75,9.25,,,3.2,N1,Ha Tinh
HT1214438,,8.0,8.0,,,,5.25,8.25,9.5,,,5.4,N1,Ha Tinh
HT1215061,,8.6,8.0,5.25,4.75,5.0,,,,,,5.6,N1,Ha Tinh
HT1211709,,7.2,8.0,,,,6.25,7.75,8.75,,,4.6,N1,Ha Tinh
HT1214474,,6.2,8.0,,,,3.5,6.0,7.0,,,5.2,N1,Ha Tinh
HT1212356,,8.8,8.0,8.0,6.25,4.25,,,,,,7.8,N1,Ha Tinh
HT1211702,,4.4,8.0,,,,9.0,9.75,7.5,,,4.4,N1,Ha Tinh
HT1212893,,6.8,8.0,,,,6.25,7.25,8.75,,,4.6,N1,Ha Tinh
HT1216751,,7.4,8.0,,,,7.0,8.0,9.5,,,8.0,N1,Ha Tinh
HT1209758,,7.4,8.0,,,,6.5,7.0,7.5,,,6.6,N1,Ha Tinh
HT1211320,,8.8,8.0,7.25,5.0,5.0,,,,,,9.0,N1,Ha Tinh
HT1214557,,6.2,8.0,,,,6.0,7.25,8.75,,,4.6,N1,Ha Tinh
HT1212812,,4.4,8.0,,,,4.75,6.25,8.75,,,3.8,N1,Ha Tinh
HT1214227,,8.6,8.0,,,,6.25,7.25,7.75,,,8.2,N1,Ha Tinh
HT1209987,,5.2,8.0,,,,5.75,8.5,7.5,,,5.6,N1,Ha Tinh
HT1212448,,7.2,8.0,5.25,7.0,5.5,,,,,,5.0,N1,Ha Tinh
HT1213020,,5.8,8.0,,,,6.5,6.5,9.5,,,3.6,N1,Ha Tinh
HT1215911,,7.4,8.0,,,,8.0,7.25,9.25,,,4.0,N1,Ha Tinh
HT1215909,,8.4,8.0,7.75,5.0,6.5,,,,,,7.6,N1,Ha Tinh
HT1214033,,6.6,8.0,,,,5.0,7.25,7.25,,,5.6,N1,Ha Tinh
HT1210091,,5.6,8.0,,,,6.0,7.75,8.0,,,2.4,N1,Ha Tinh
HT1209514,,,8.0,,,,9.75,9.75,,,,,,Ha Tinh
HT1216403,,5.8,8.0,,,,5.25,7.25,8.5,,,3.0,N1,Ha Tinh
HT1212784,,6.4,8.0,,,,7.25,7.5,9.0,,,3.6,N1,Ha Tinh
HT1208581,,8.2,8.0,,,,6.75,7.25,8.25,,,9.2,N1,Ha Tinh
HT1214047,,6.8,8.0,,,,9.0,,,,,,,Ha Tinh
HT1210073,,7.8,8.0,,,,4.25,7.75,6.25,,,7.2,N1,Ha Tinh
HT1208925,,4.6,8.0,,,,6.75,7.0,8.5,,,4.0,N1,Ha Tinh
HT1214075,,6.2,8.0,,,,4.75,7.0,8.5,,,5.2,N1,Ha Tinh
HT1212109,,5.6,8.0,,,,5.5,7.25,8.0,,,4.4,N1,Ha Tinh
HT1208942,,6.2,8.0,,,,6.75,7.0,7.75,,,3.6,N1,Ha Tinh
HT1210475,,7.6,8.0,,,,5.25,8.5,9.0,,,4.4,N1,Ha Tinh
HT1216388,,5.8,8.0,,,,5.25,7.75,7.25,,,5.8,N1,Ha Tinh
HT1215933,,6.4,8.0,,,,8.5,8.5,8.75,,,4.4,N1,Ha Tinh
HT1214092,,3.4,8.0,,,,,,,,,,,Ha Tinh
HT1210351,,8.2,8.0,7.25,5.75,6.0,,,,,,9.8,N1,Ha Tinh
HT1210378,,8.0,8.0,,,,6.0,6.75,8.0,,,9.4,N3,Ha Tinh
HT1213928,,5.0,8.0,,,,6.0,5.25,6.0,,,3.0,N1,Ha Tinh
HT1212756,,8.0,8.0,8.25,4.75,3.75,,,,,,9.0,N1,Ha Tinh
HT1216036,,6.8,8.0,,,,7.25,7.75,9.0,,,3.0,N1,Ha Tinh
HT1213802,,8.2,8.0,,,,4.0,6.75,7.5,,,7.4,N1,Ha Tinh
HT1216033,,7.0,8.0,,,,8.5,9.0,9.0,,,5.6,N1,Ha Tinh
HT1212763,,8.4,8.0,,,,5.25,7.5,7.75,,,9.6,N3,Ha Tinh
HT1208603,,6.2,8.0,,,,6.0,7.75,8.25,,,7.8,N1,Ha Tinh
HT1213030,,8.0,8.0,,,,4.25,6.75,8.25,,,8.6,N1,Ha Tinh
HT1209522,,7.2,8.0,,,,3.25,4.0,7.25,,,4.2,N1,Ha Tinh
HT1210407,,8.0,8.0,6.75,6.5,7.5,,,,,,5.6,N1,Ha Tinh
HT1216102,,7.0,8.0,,,,5.0,7.25,7.75,,,4.4,N1,Ha Tinh
HT1212028,,,8.0,,,,8.75,9.5,,,,,,Ha Tinh
HT1208607,,4.6,8.0,,,,8.25,8.25,6.5,,,4.8,N1,Ha Tinh
HT1210349,,8.4,8.0,,,,3.75,5.75,8.0,,,5.6,N1,Ha Tinh
HT1209017,,3.6,8.0,,,,5.0,5.5,7.0,,,2.6,N1,Ha Tinh
HT1214091,,3.6,8.0,,,,7.75,7.75,8.5,,,3.4,N1,Ha Tinh
HT1210118,,8.2,8.0,,,,6.0,7.75,8.25,,,7.2,N1,Ha Tinh
HT1208573,,6.6,8.0,,,,8.25,7.5,8.25,,,3.4,N1,Ha Tinh
HT1210554,,7.4,8.0,,,,5.25,6.25,6.75,,,8.6,N1,Ha Tinh
HT1212792,,5.8,8.0,,,,7.0,9.25,7.0,,,3.6,N1,Ha Tinh
HT1212429,,5.4,8.0,,,,8.75,8.0,8.0,,,3.8,N1,Ha Tinh
HT1215682,,5.6,8.0,,,,6.75,7.25,8.5,,,4.0,N1,Ha Tinh
HT1213075,,6.6,8.0,,,,7.75,6.5,9.0,,,4.6,N1,Ha Tinh
HT1208660,,5.8,8.0,,,,7.75,7.0,8.25,,,3.8,N1,Ha Tinh
HT1216200,,4.6,8.0,,,,4.5,6.75,7.0,,,3.2,N1,Ha Tinh
HT1213136,,7.0,8.0,,,,8.75,8.75,8.75,,,4.2,N1,Ha Tinh
HT1212110,,5.6,8.0,,,,8.5,9.0,8.5,,,4.0,N1,Ha Tinh
HT1211945,,7.0,8.0,,,,6.25,7.25,7.75,,,7.6,N1,Ha Tinh
HT1211937,,7.6,8.0,7.25,6.0,6.0,,,,,,3.6,N1,Ha Tinh
HT1211952,,7.4,8.0,,,,6.75,7.75,8.5,,,5.6,N1,Ha Tinh
HT1208569,,6.2,8.0,,,,6.25,8.25,7.25,,,3.2,N1,Ha Tinh
HT1212210,,7.6,8.0,,,,,,,,,6.0,N1,Ha Tinh
HT1212170,,7.2,8.0,,,,3.75,6.25,7.25,,,9.4,N1,Ha Tinh
HT1213051,,8.8,8.0,,,,4.0,7.25,7.75,,,9.4,N1,Ha Tinh
HT1214113,,,8.0,,,,8.75,9.25,,,,,,Ha Tinh
HT1210523,,7.4,8.0,,,,5.0,7.0,7.75,,,6.4,N1,Ha Tinh
HT1212611,,4.2,8.0,,,,5.75,8.0,7.75,,,2.8,N1,Ha Tinh
HT1210609,,7.8,8.0,,,,5.5,7.5,7.0,,,7.6,N1,Ha Tinh
HT1213528,,4.6,8.0,,,,6.75,7.0,9.25,,,3.4,N1,Ha Tinh
HT1210241,,8.0,8.0,,,,3.0,6.5,8.0,,,8.2,N1,Ha Tinh
HT1213478,,7.0,8.0,,,,7.0,8.25,6.75,,,4.4,N1,Ha Tinh
HT1212672,,6.2,8.0,,,,6.25,7.5,7.75,,,6.2,N1,Ha Tinh
HT1208958,,4.8,8.0,,,,7.0,8.25,9.25,,,3.8,N1,Ha Tinh
HT1216140,,7.2,8.0,,,,5.25,7.25,9.25,,,5.0,N1,Ha Tinh
HT1215746,,7.0,8.0,,,,4.0,6.5,6.75,,,6.8,N1,Ha Tinh
HT1210316,,8.8,8.0,,,,4.0,4.25,6.5,,,8.4,N1,Ha Tinh
HT1215736,,6.0,8.0,,,,5.75,7.5,8.75,,,3.0,N1,Ha Tinh
HT1214097,,4.6,8.0,,,,4.0,5.0,7.75,,,4.8,N1,Ha Tinh
HT1212074,,8.6,7.75,8.75,2.25,4.0,,,,,,8.6,N1,Ha Tinh
HT1208851,,7.4,7.75,,,,4.0,6.0,7.75,,,5.6,N1,Ha Tinh
HT1214562,,7.2,7.75,,,,5.0,5.25,7.25,,,4.0,N1,Ha Tinh
HT1213803,,6.2,7.75,,,,3.25,6.75,8.0,,,5.4,N1,Ha Tinh
